"GameNum","Kicker","Good","Distance","Weather","Wind15","Temperature","Grass","Pressure","Ice"
"2002-0113","Lindell","N",39,"Sun",0,"Nice",1,"N",0
"2002-0113","Lindell","Y",32,"Sun",0,"Nice",1,"N",0
"2002-0114","Carney","Y",28,"Clouds",0,"Hot",1,"N",0
"2002-0114","Carney","Y",41,"Clouds",0,"Hot",1,"N",0
"2002-0114","GramaticaM","Y",52,"Clouds",0,"Hot",1,"N",0
"2002-0114","GramaticaM","N",47,"Clouds",0,"Hot",1,"N",0
"2002-0114","GramaticaM","N",53,"Clouds",0,"Hot",1,"N",0
"2002-0114","GramaticaM","Y",40,"Clouds",0,"Hot",1,"Y",0
"2002-0115","BrownK","Y",42,"Inside",0,"Nice",1,"N",0
"2002-0115","Cundiff","Y",33,"Inside",0,"Nice",1,"N",0
"2002-0115","Cundiff","N",42,"Inside",0,"Nice",1,"N",0
"2002-0116","Peterson","N",39,"Sun",0,"Hot",1,"N",0
"2002-0116","Vinatieri","Y",42,"Sun",0,"Hot",1,"N",0
"2002-0116","Vinatieri","Y",28,"Sun",0,"Hot",1,"N",0
"2002-0116","Vinatieri","Y",27,"Sun",0,"Hot",1,"N",0
"2002-0201","Edinger","N",50,"Inside",0,"Nice",0,"N",0
"2002-0201","Feely","N",50,"Inside",0,"Nice",0,"N",0
"2002-0201","Feely","Y",37,"Inside",0,"Nice",0,"N",0
"2002-0201","Feely","Y",27,"Inside",0,"Nice",0,"N",0
"2002-0201","Feely","N",45,"Inside",0,"Nice",0,"Y",0
"2002-0202","GramaticaM","Y",36,"SnowRain",0,"Nice",1,"N",0
"2002-0202","GramaticaM","Y",30,"SnowRain",0,"Nice",1,"N",0
"2002-0202","GramaticaM","Y",30,"SnowRain",0,"Nice",1,"N",0
"2002-0202","Jenkins","N",55,"SnowRain",0,"Nice",1,"N",0
"2002-0203","Kasay","N",46,"SnowRain",0,"Nice",1,"N",0
"2002-0203","Kasay","N",40,"SnowRain",0,"Nice",1,"N",0
"2002-0203","Kasay","Y",23,"SnowRain",0,"Nice",1,"N",0
"2002-0204","Dawson","Y",52,"Clouds",0,"Nice",1,"N",0
"2002-0204","Dawson","Y",45,"Clouds",0,"Nice",1,"N",0
"2002-0205","Nedney","Y",37,"Clouds",0,"Hot",0,"N",0
"2002-0205","Nedney","Y",52,"Clouds",0,"Hot",0,"N",0
"2002-0206","Mare","N",28,"Inside",0,"Nice",0,"N",0
"2002-0206","Vanderjagt","Y",25,"Inside",0,"Nice",0,"N",0
"2002-0206","Vanderjagt","Y",23,"Inside",0,"Nice",0,"N",0
"2002-0207","Andersen","Y",25,"Sun",0,"Nice",1,"N",0
"2002-0207","Andersen","Y",38,"Sun",0,"Nice",1,"N",0
"2002-0207","Andersen","Y",39,"Sun",0,"Nice",1,"N",0
"2002-0207","Epstein","Y",26,"Sun",0,"Nice",1,"N",0
"2002-0207","Epstein","N",43,"Sun",0,"Nice",1,"N",0
"2002-0208","Carney","N",39,"Inside",0,"Nice",0,"N",0
"2002-0208","Longwell","Y",27,"Inside",0,"Nice",0,"N",0
"2002-0208","Longwell","Y",36,"Inside",0,"Nice",0,"N",0
"2002-0209","Vinatieri","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-0209","Vinatieri","Y",31,"Clouds",0,"Nice",1,"N",0
"2002-0209","Vinatieri","Y",40,"Clouds",0,"Nice",1,"N",0
"2002-0210","Bryant","Y",20,"Inside",0,"Nice",0,"N",0
"2002-0210","Bryant","Y",32,"Inside",0,"Nice",0,"N",0
"2002-0210","Bryant","Y",34,"Inside",0,"Nice",0,"N",0
"2002-0210","Bryant","Y",25,"Inside",0,"Nice",0,"N",0
"2002-0210","Wilkins","N",35,"Inside",0,"Nice",0,"N",0
"2002-0211","GramaticaB","Y",23,"Clouds",0,"Nice",0,"N",0
"2002-0211","Lindell","Y",46,"Clouds",0,"Nice",0,"N",0
"2002-0211","Lindell","Y",19,"Clouds",0,"Nice",0,"N",0
"2002-0212","Brien","Y",29,"Inside",0,"Nice",0,"N",0
"2002-0212","Brien","Y",22,"Inside",0,"Nice",0,"N",0
"2002-0212","Brien","N",44,"Inside",0,"Nice",0,"N",0
"2002-0212","Hollis","Y",52,"Inside",0,"Nice",0,"N",0
"2002-0212","Hollis","Y",20,"Inside",0,"Nice",0,"N",0
"2002-0212","Hollis","Y",20,"Inside",0,"Nice",0,"N",0
"2002-0212","Hollis","Y",54,"Inside",0,"Nice",0,"Y",0
"2002-0212","Hollis","N",44,"Inside",0,"Nice",0,"Y",0
"2002-0213","BrownK","Y",45,"Sun",0,"Nice",1,"N",0
"2002-0213","Christie","Y",36,"Sun",0,"Nice",1,"N",0
"2002-0214","Elam","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-0215","Janikowski","Y",41,"Clouds",0,"Nice",1,"N",0
"2002-0215","Janikowski","Y",45,"Clouds",0,"Nice",1,"N",0
"2002-0215","Janikowski","N",46,"Clouds",0,"Nice",1,"N",0
"2002-0215","Janikowski","Y",27,"Clouds",0,"Nice",1,"N",0
"2002-0215","Peterson","Y",46,"Clouds",0,"Nice",1,"N",0
"2002-0216","Akers","Y",22,"Clouds",0,"Nice",1,"N",0
"2002-0216","Akers","Y",40,"Clouds",0,"Nice",1,"N",0
"2002-0216","Akers","Y",47,"Clouds",0,"Nice",1,"N",0
"2002-0301","Edinger","Y",31,"Clouds",0,"Nice",0,"N",0
"2002-0301","Edinger","Y",25,"Clouds",0,"Nice",0,"N",0
"2002-0301","Edinger","N",58,"Clouds",0,"Nice",0,"N",0
"2002-0301","Edinger","Y",25,"Clouds",0,"Nice",0,"N",0
"2002-0302","BrownK","N",54,"Sun",0,"Hot",1,"N",0
"2002-0302","BrownK","Y",24,"Sun",0,"Hot",1,"N",0
"2002-0302","Vanderjagt","Y",26,"Sun",0,"Hot",1,"N",0
"2002-0302","Vanderjagt","Y",39,"Sun",0,"Hot",1,"N",0
"2002-0302","Vanderjagt","N",47,"Sun",0,"Hot",1,"N",0
"2002-0302","Vanderjagt","Y",37,"Sun",0,"Hot",1,"N",0
"2002-0303","Hall","Y",20,"Sun",0,"Hot",1,"N",0
"2002-0303","Mare","Y",53,"Sun",0,"Hot",1,"N",0
"2002-0303","Mare","Y",25,"Sun",0,"Hot",1,"N",0
"2002-0303","Mare","N",31,"Sun",0,"Hot",1,"N",0
"2002-0303","Mare","Y",29,"Sun",0,"Hot",1,"N",0
"2002-0304","Hilbert","N",45,"Inside",0,"Nice",0,"N",0
"2002-0304","Hilbert","N",39,"Inside",0,"Nice",0,"N",0
"2002-0305","Andersen","Y",39,"Clouds",1,"Hot",1,"N",0
"2002-0305","Vinatieri","Y",37,"Clouds",1,"Hot",1,"N",0
"2002-0305","Vinatieri","Y",35,"Clouds",1,"Hot",1,"Y",1
"2002-0306","Akers","Y",51,"Clouds",0,"Hot",0,"N",0
"2002-0306","Akers","Y",20,"Clouds",0,"Hot",0,"N",0
"2002-0306","Akers","Y",32,"Clouds",0,"Hot",0,"N",0
"2002-0306","Cundiff","Y",47,"Clouds",0,"Hot",0,"N",0
"2002-0306","Cundiff","Y",33,"Clouds",0,"Hot",0,"N",0
"2002-0307","Dawson","N",52,"Clouds",0,"Nice",1,"N",0
"2002-0307","Dawson","Y",33,"Clouds",0,"Nice",1,"Y",0
"2002-0308","Christie","N",50,"Sun",0,"Hot",1,"N",0
"2002-0309","Elam","N",49,"Sun",0,"Nice",1,"N",0
"2002-0309","Hollis","Y",38,"Sun",0,"Nice",1,"N",0
"2002-0310","Hanson","Y",33,"Inside",0,"Nice",0,"N",0
"2002-0310","Longwell","Y",46,"Inside",0,"Nice",0,"N",0
"2002-0310","Longwell","Y",34,"Inside",0,"Nice",0,"N",0
"2002-0310","Longwell","Y",47,"Inside",0,"Nice",0,"N",0
"2002-0311","Bryant","Y",33,"Sun",0,"Hot",1,"N",0
"2002-0311","Bryant","Y",21,"Sun",0,"Hot",1,"N",0
"2002-0311","Bryant","Y",47,"Sun",0,"Hot",1,"Y",0
"2002-0311","Lindell","Y",42,"Sun",0,"Hot",1,"N",0
"2002-0311","Lindell","Y",27,"Sun",0,"Hot",1,"N",0
"2002-0312","Cortez","Y",33,"Sun",0,"Nice",1,"N",0
"2002-0312","Cortez","Y",35,"Sun",0,"Nice",1,"N",0
"2002-0312","Tuthill","Y",33,"Sun",0,"Nice",1,"N",0
"2002-0313","Feely","Y",44,"Inside",0,"Nice",0,"N",0
"2002-0313","Feely","Y",26,"Inside",0,"Nice",0,"N",0
"2002-0313","Feely","Y",34,"Inside",0,"Nice",0,"N",0
"2002-0313","Rackers","Y",24,"Inside",0,"Nice",0,"N",0
"2002-0314","GramaticaM","Y",39,"Clouds",0,"Nice",1,"N",0
"2002-0314","GramaticaM","Y",47,"Clouds",0,"Nice",1,"N",0
"2002-0401","Edinger","Y",46,"Sun",0,"Nice",0,"N",0
"2002-0401","Edinger","Y",24,"Sun",0,"Nice",0,"N",0
"2002-0401","Hollis","Y",48,"Sun",0,"Nice",0,"N",0
"2002-0401","Hollis","Y",49,"Sun",0,"Nice",0,"N",0
"2002-0401","Hollis","N",39,"Sun",0,"Nice",0,"Y",0
"2002-0402","Hanson","Y",23,"Inside",0,"Nice",0,"N",0
"2002-0402","Hanson","Y",34,"Inside",0,"Nice",0,"N",0
"2002-0402","Hanson","Y",23,"Inside",0,"Nice",0,"N",0
"2002-0402","Hanson","Y",38,"Inside",0,"Nice",0,"N",0
"2002-0403","Graham","N",24,"SnowRain",0,"Nice",1,"Y",0
"2002-0403","Longwell","Y",30,"SnowRain",0,"Nice",1,"N",0
"2002-0404","Epstein","N",44,"SnowRain",0,"Hot",1,"N",0
"2002-0404","Hall","Y",46,"SnowRain",0,"Hot",1,"N",0
"2002-0405","Andersen","Y",50,"Clouds",0,"Nice",1,"N",0
"2002-0405","Andersen","Y",24,"Clouds",0,"Nice",1,"N",0
"2002-0405","Mare","Y",49,"Clouds",0,"Nice",1,"N",0
"2002-0405","Mare","Y",29,"Clouds",0,"Nice",1,"N",0
"2002-0405","Mare","Y",25,"Clouds",0,"Nice",1,"N",0
"2002-0406","Akers","Y",25,"Clouds",0,"Nice",0,"N",0
"2002-0406","Akers","Y",41,"Clouds",0,"Nice",0,"N",0
"2002-0406","BrownK","Y",48,"Clouds",0,"Nice",0,"N",0
"2002-0407","Dawson","Y",28,"Sun",0,"Nice",1,"N",0
"2002-0407","Dawson","Y",28,"Sun",0,"Nice",1,"N",0
"2002-0407","Dawson","N",45,"Sun",0,"Nice",1,"Y",1
"2002-0407","Peterson","Y",19,"Sun",0,"Nice",1,"N",0
"2002-0407","Peterson","Y",27,"Sun",0,"Nice",1,"N",0
"2002-0407","Peterson","N",24,"Sun",0,"Nice",1,"Y",1
"2002-0407","Peterson","Y",31,"Sun",0,"Nice",1,"Y",0
"2002-0408","Cundiff","Y",35,"Inside",0,"Nice",0,"N",0
"2002-0408","Cundiff","Y",48,"Inside",0,"Nice",0,"Y",0
"2002-0408","Wilkins","Y",27,"Inside",0,"Nice",0,"N",0
"2002-0408","Wilkins","N",49,"Inside",0,"Nice",0,"Y",0
"2002-0409","GramaticaB","N",42,"Sun",0,"Hot",1,"N",0
"2002-0410","Rackers","N",45,"Sun",0,"Nice",1,"N",0
"2002-0411","Janikowski","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-0412","Christie","N",50,"Clouds",0,"Nice",1,"N",0
"2002-0412","Vinatieri","N",41,"Clouds",0,"Nice",1,"N",0
"2002-0413","Anderson","Y",35,"Sun",0,"Nice",0,"N",0
"2002-0413","Anderson","N",44,"Sun",0,"Nice",0,"N",0
"2002-0413","Lindell","Y",35,"Sun",0,"Nice",0,"N",0
"2002-0413","Lindell","Y",21,"Sun",0,"Nice",0,"N",0
"2002-0414","Elam","Y",40,"Sun",0,"Nice",1,"N",0
"2002-0414","Elam","N",57,"Sun",0,"Nice",1,"N",0
"2002-0414","Elam","N",44,"Sun",0,"Nice",1,"N",0
"2002-0414","Stover","Y",23,"Sun",0,"Nice",1,"N",0
"2002-0414","Stover","Y",41,"Sun",0,"Nice",1,"N",0
"2002-0501","Feely","N",46,"Inside",0,"Nice",0,"N",0
"2002-0501","Feely","Y",34,"Inside",0,"Nice",0,"N",0
"2002-0501","Feely","Y",32,"Inside",0,"Nice",0,"N",0
"2002-0501","GramaticaM","Y",23,"Inside",0,"Nice",0,"N",0
"2002-0501","GramaticaM","Y",22,"Inside",0,"Nice",0,"N",0
"2002-0502","Hollis","Y",30,"Sun",0,"Nice",0,"N",0
"2002-0503","Graham","Y",32,"Sun",0,"Nice",1,"N",0
"2002-0503","Graham","Y",48,"Sun",0,"Nice",1,"N",0
"2002-0503","GramaticaB","Y",41,"Sun",0,"Nice",1,"N",0
"2002-0503","GramaticaB","Y",28,"Sun",0,"Nice",1,"N",0
"2002-0503","GramaticaB","Y",50,"Sun",0,"Nice",1,"Y",1
"2002-0504","Cundiff","N",45,"Clouds",0,"Hot",0,"N",0
"2002-0504","Cundiff","Y",32,"Clouds",0,"Hot",0,"N",0
"2002-0506","Mare","N",45,"Sun",0,"Hot",1,"N",0
"2002-0506","Mare","Y",40,"Sun",0,"Hot",1,"N",0
"2002-0506","Mare","Y",33,"Sun",0,"Hot",1,"N",0
"2002-0507","Carney","Y",40,"Inside",0,"Nice",0,"N",0
"2002-0507","Carney","Y",48,"Inside",0,"Nice",0,"N",0
"2002-0507","Carney","Y",31,"Inside",0,"Nice",0,"N",0
"2002-0507","Carney","Y",48,"Inside",0,"Nice",0,"N",0
"2002-0508","Tuthill","Y",31,"Sun",0,"Nice",1,"N",0
"2002-0509","Christie","Y",24,"Sun",0,"Nice",1,"N",0
"2002-0509","Elam","Y",36,"Sun",0,"Nice",1,"N",0
"2002-0509","Elam","N",43,"Sun",0,"Nice",1,"N",0
"2002-0510","Andersen","Y",36,"Clouds",0,"Nice",1,"N",0
"2002-0510","Andersen","Y",40,"Clouds",0,"Nice",1,"N",0
"2002-0510","Andersen","Y",27,"Clouds",0,"Nice",1,"N",0
"2002-0510","Hall","N",51,"Clouds",0,"Nice",1,"N",0
"2002-0510","Hall","Y",25,"Clouds",0,"Nice",1,"Y",0
"2002-0511","Akers","Y",31,"SnowRain",0,"Hot",1,"N",0
"2002-0511","Epstein","Y",34,"SnowRain",0,"Hot",1,"N",0
"2002-0511","Epstein","Y",31,"SnowRain",0,"Hot",1,"N",0
"2002-0512","Cortez","Y",33,"Sun",0,"Nice",1,"N",0
"2002-0512","Cortez","Y",21,"Sun",0,"Nice",1,"N",0
"2002-0512","Cortez","Y",32,"Sun",0,"Nice",1,"N",0
"2002-0512","Wilkins","Y",38,"Sun",0,"Nice",1,"N",0
"2002-0512","Wilkins","Y",37,"Sun",0,"Nice",1,"N",0
"2002-0513","Stover","Y",43,"Clouds",0,"Nice",1,"N",0
"2002-0513","Stover","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-0513","Stover","Y",27,"Clouds",0,"Nice",1,"N",0
"2002-0513","Stover","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-0514","Longwell","Y",49,"Sun",0,"Nice",0,"N",0
"2002-0514","Longwell","N",28,"Sun",0,"Nice",0,"N",0
"2002-0514","Longwell","N",36,"Sun",0,"Nice",0,"N",0
"2002-0514","Longwell","Y",35,"Sun",0,"Nice",0,"N",0
"2002-0514","Longwell","N",50,"Sun",0,"Nice",0,"N",0
"2002-0601","Peterson","Y",34,"Clouds",1,"Nice",1,"N",0
"2002-0601","Peterson","N",32,"Clouds",1,"Nice",1,"N",0
"2002-0601","Peterson","Y",30,"Clouds",1,"Nice",1,"N",0
"2002-0601","Rackers","N",46,"Clouds",1,"Nice",1,"N",0
"2002-0602","Graham","N",44,"Clouds",0,"Nice",0,"N",0
"2002-0602","Graham","Y",50,"Clouds",0,"Nice",0,"N",0
"2002-0602","Graham","Y",44,"Clouds",0,"Nice",0,"N",0
"2002-0603","BrownK","Y",26,"Inside",0,"Nice",1,"N",0
"2002-0603","Hollis","Y",33,"Inside",0,"Nice",1,"N",0
"2002-0604","Stover","Y",41,"Inside",0,"Nice",0,"N",0
"2002-0604","Stover","Y",51,"Inside",0,"Nice",0,"N",0
"2002-0604","Vanderjagt","Y",39,"Inside",0,"Nice",0,"N",0
"2002-0604","Vanderjagt","Y",50,"Inside",0,"Nice",0,"N",0
"2002-0604","Vanderjagt","Y",43,"Inside",0,"Nice",0,"N",0
"2002-0604","Vanderjagt","Y",25,"Inside",0,"Nice",0,"N",0
"2002-0604","Vanderjagt","Y",38,"Inside",0,"Nice",0,"Y",1
"2002-0605","Anderson","Y",42,"Inside",0,"Nice",0,"N",0
"2002-0605","Hanson","Y",49,"Inside",0,"Nice",0,"N",0
"2002-0606","Longwell","N",42,"SnowRain",0,"Nice",1,"N",0
"2002-0606","Vinatieri","Y",32,"SnowRain",0,"Nice",1,"N",0
"2002-0607","Bryant","Y",38,"Clouds",0,"Nice",1,"N",0
"2002-0607","Feely","Y",31,"Clouds",0,"Nice",1,"N",0
"2002-0608","Nedney","Y",40,"Sun",1,"Nice",1,"N",0
"2002-0608","Nedney","Y",26,"Sun",1,"Nice",1,"N",0
"2002-0608","Nedney","Y",33,"Sun",1,"Nice",1,"N",0
"2002-0608","Nedney","N",32,"Sun",1,"Nice",1,"N",0
"2002-0609","Carney","Y",21,"Clouds",0,"Nice",1,"N",0
"2002-0609","Carney","Y",23,"Clouds",0,"Nice",1,"N",0
"2002-0609","Carney","Y",36,"Clouds",0,"Nice",1,"N",0
"2002-0610","Janikowski","Y",43,"Inside",0,"Nice",0,"N",0
"2002-0610","Janikowski","Y",32,"Inside",0,"Nice",0,"N",0
"2002-0610","Janikowski","N",35,"Inside",0,"Nice",0,"N",0
"2002-0611","Andersen","Y",28,"Sun",0,"Nice",1,"N",0
"2002-0611","Andersen","Y",43,"Sun",0,"Nice",1,"Y",0
"2002-0612","Dawson","Y",50,"Clouds",0,"Hot",1,"N",0
"2002-0612","GramaticaM","Y",33,"Clouds",0,"Hot",1,"N",0
"2002-0612","GramaticaM","N",45,"Clouds",0,"Hot",1,"N",0
"2002-0612","GramaticaM","N",34,"Clouds",0,"Hot",1,"N",0
"2002-0613","Elam","Y",33,"Sun",0,"Nice",1,"N",0
"2002-0613","Elam","Y",52,"Sun",0,"Nice",1,"N",0
"2002-0613","Elam","Y",23,"Sun",0,"Nice",1,"N",0
"2002-0613","Elam","Y",40,"Sun",0,"Nice",1,"N",0
"2002-0613","Elam","Y",55,"Sun",0,"Nice",1,"Y",0
"2002-0613","Mare","N",48,"Sun",0,"Nice",1,"N",0
"2002-0613","Mare","Y",53,"Sun",0,"Nice",1,"Y",0
"2002-0614","Cortez","Y",37,"Sun",0,"Nice",0,"N",0
"2002-0614","Cortez","Y",29,"Sun",0,"Nice",0,"N",0
"2002-0614","Lindell","N",36,"Sun",0,"Nice",0,"N",0
"2002-0614","Lindell","N",57,"Sun",0,"Nice",0,"N",0
"2002-0701","Feely","Y",41,"Inside",0,"Nice",0,"N",0
"2002-0701","Feely","Y",45,"Inside",0,"Nice",0,"N",0
"2002-0701","Feely","Y",49,"Inside",0,"Nice",0,"N",0
"2002-0702","Epstein","N",39,"SnowRain",0,"Nice",1,"N",0
"2002-0702","Epstein","Y",22,"SnowRain",0,"Nice",1,"N",0
"2002-0702","Stover","N",46,"SnowRain",0,"Nice",1,"N",0
"2002-0702","Stover","Y",30,"SnowRain",0,"Nice",1,"N",0
"2002-0703","Edinger","Y",53,"Inside",0,"Nice",0,"N",0
"2002-0703","Edinger","Y",42,"Inside",0,"Nice",0,"N",0
"2002-0703","Hanson","N",55,"Inside",0,"Nice",0,"N",0
"2002-0703","Hanson","Y",30,"Inside",0,"Nice",0,"N",0
"2002-0703","Hanson","Y",24,"Inside",0,"Nice",0,"Y",1
"2002-0703","Hanson","Y",48,"Inside",0,"Nice",0,"Y",0
"2002-0704","Andersen","Y",41,"Sun",0,"Nice",1,"N",0
"2002-0704","Andersen","Y",32,"Sun",0,"Nice",1,"N",0
"2002-0704","Andersen","N",43,"Sun",0,"Nice",1,"N",0
"2002-0704","Elam","Y",32,"Sun",0,"Nice",1,"N",0
"2002-0704","Elam","Y",33,"Sun",0,"Nice",1,"N",0
"2002-0704","Elam","Y",25,"Sun",0,"Nice",1,"Y",0
"2002-0705","Hollis","Y",46,"Sun",0,"Hot",1,"N",0
"2002-0705","Hollis","Y",26,"Sun",0,"Hot",1,"N",0
"2002-0705","Hollis","Y",44,"Sun",0,"Hot",1,"N",0
"2002-0705","Mare","Y",42,"Sun",0,"Hot",1,"N",0
"2002-0706","Carney","Y",46,"Inside",0,"Nice",0,"N",0
"2002-0706","Carney","N",55,"Inside",0,"Nice",0,"N",0
"2002-0706","Carney","Y",31,"Inside",0,"Nice",0,"N",0
"2002-0706","Carney","Y",22,"Inside",0,"Nice",0,"N",0
"2002-0706","Cortez","Y",24,"Inside",0,"Nice",0,"N",0
"2002-0706","Cortez","Y",41,"Inside",0,"Nice",0,"N",0
"2002-0707","Hall","Y",38,"Clouds",0,"Nice",1,"N",0
"2002-0707","Hall","N",31,"Clouds",0,"Nice",1,"N",0
"2002-0707","Hall","Y",37,"Clouds",0,"Nice",1,"N",0
"2002-0708","Akers","Y",30,"Clouds",0,"Nice",0,"N",0
"2002-0708","Akers","Y",36,"Clouds",0,"Nice",0,"N",0
"2002-0708","GramaticaM","Y",48,"Clouds",0,"Nice",0,"N",0
"2002-0708","GramaticaM","N",29,"Clouds",0,"Nice",0,"N",0
"2002-0709","Lindell","N",48,"Inside",0,"Nice",0,"N",0
"2002-0709","Wilkins","Y",31,"Inside",0,"Nice",0,"N",0
"2002-0709","Wilkins","Y",45,"Inside",0,"Nice",0,"N",0
"2002-0709","Wilkins","Y",47,"Inside",0,"Nice",0,"N",0
"2002-0710","BrownK","N",40,"Sun",0,"Nice",1,"N",0
"2002-0710","BrownK","Y",47,"Sun",0,"Nice",1,"N",0
"2002-0710","Dawson","Y",35,"Sun",0,"Nice",1,"N",0
"2002-0710","Dawson","Y",43,"Sun",0,"Nice",1,"N",0
"2002-0711","Janikowski","N",27,"Sun",0,"Nice",1,"N",0
"2002-0711","Janikowski","N",48,"Sun",0,"Nice",1,"N",0
"2002-0712","Cundiff","N",49,"Clouds",0,"Hot",1,"Y",0
"2002-0712","GramaticaB","Y",41,"Clouds",0,"Hot",1,"N",0
"2002-0712","GramaticaB","N",53,"Clouds",0,"Hot",1,"N",0
"2002-0712","GramaticaB","Y",23,"Clouds",0,"Hot",1,"N",0
"2002-0712","GramaticaB","N",28,"Clouds",0,"Hot",1,"N",0
"2002-0712","GramaticaB","N",51,"Clouds",0,"Hot",1,"Y",0
"2002-0712","GramaticaB","Y",40,"Clouds",0,"Hot",1,"Y",0
"2002-0713","Longwell","Y",36,"Clouds",1,"Nice",1,"N",0
"2002-0713","Longwell","Y",41,"Clouds",1,"Nice",1,"N",0
"2002-0713","Longwell","Y",28,"Clouds",1,"Nice",1,"N",0
"2002-0713","Tuthill","Y",25,"Clouds",1,"Nice",1,"N",0
"2002-0713","Tuthill","Y",53,"Clouds",1,"Nice",1,"N",0
"2002-0713","Tuthill","N",30,"Clouds",1,"Nice",1,"N",0
"2002-0713","Tuthill","Y",31,"Clouds",1,"Nice",1,"N",0
"2002-0714","Peterson","N",48,"Clouds",0,"Nice",1,"N",0
"2002-0714","Vanderjagt","N",48,"Clouds",0,"Nice",1,"N",0
"2002-0714","Vanderjagt","Y",41,"Clouds",0,"Nice",1,"N",0
